School Name,Address,GSO Rating,Academic Progress,Test Scores,Equity Scores,School Types,Star Rating,Review Link,School Link,City
Santa Monica Boulevard Community Charter School,"1022 North Van Ness Avenue, Los Angeles, CA, 90038","7
",9,5,5,"['Elementary school', 'Public charter']",2.9,https://www.greatschools.org/california/los-angeles/2374-Santa-Monica-Boulevard-Community-Charter-School/reviews/,https://www.greatschools.org/california/los-angeles/2374-Santa-Monica-Boulevard-Community-Charter-School/,Los Angeles
Shenandoah Street Elementary School,"2450 South Shenandoah Street, Los Angeles, CA, 90034","7
",9,6,6,"['Elementary school', 'Public district']",3.6,https://www.greatschools.org/california/los-angeles/2385-Shenandoah-Street-Elementary-School/reviews/,https://www.greatschools.org/california/los-angeles/2385-Shenandoah-Street-Elementary-School/,Los Angeles
Sherman Oaks Elementary Charter School,"14755 Greenleaf St., Los Angeles, CA, 91403","7
",6,8,6,"['Elementary school', 'Public charter']",3.9,https://www.greatschools.org/california/los-angeles/2387-Sherman-Oaks-Elementary-Charter-School/reviews/,https://www.greatschools.org/california/sherman-oaks/2387-Sherman-Oaks-Elementary-Charter-School/,Los Angeles
Short Avenue Elementary School,"12814 Maxella Avenue, Los Angeles, CA, 90066","7
",8,8,4,"['Elementary school', 'Public district']",4.7,https://www.greatschools.org/california/los-angeles/2389-Short-Avenue-Elementary-School/reviews/,https://www.greatschools.org/california/los-angeles/2389-Short-Avenue-Elementary-School/,Los Angeles
Sierra Vista Elementary School,"4342 Alpha Street, Los Angeles, CA, 90032","7
",6,8,7,"['Elementary school', 'Public district']",5,N/A,https://www.greatschools.org/california/los-angeles/2391-Sierra-Vista-Elementary-School/,Los Angeles
Solano Avenue Elementary School,"615 Solano Avenue, Los Angeles, CA, 90012","7
",5,8,8,"['Elementary school', 'Public district']",4.7,https://www.greatschools.org/california/los-angeles/2396-Solano-Avenue-Elementary-School/reviews/,https://www.greatschools.org/california/los-angeles/2396-Solano-Avenue-Elementary-School/,Los Angeles
Stagg Street Elementary School,"7839 Amestoy Ave., Los Angeles, CA, 91406","7
",8,7,6,"['Elementary school', 'Public district']",3.9,https://www.greatschools.org/california/los-angeles/2398-Stagg-Street-Elementary-School/reviews/,https://www.greatschools.org/california/van-nuys/2398-Stagg-Street-Elementary-School/,Los Angeles
Stonehurst Avenue Elementary School,"9851 Stonehurst Ave., Los Angeles, CA, 91352","7
",8,8,6,"['Elementary school', 'Public district']",3.9,https://www.greatschools.org/california/los-angeles/2403-Stonehurst-Avenue-Elementary-School/reviews/,https://www.greatschools.org/california/sun-valley/2403-Stonehurst-Avenue-Elementary-School/,Los Angeles
Twenty-Fourth Street Elementary School,"2055 West 24th Street, Los Angeles, CA, 90018","7
",9,6,6,"['Elementary school', 'Public district']",4.3,https://www.greatschools.org/california/los-angeles/2437-Twenty-Fourth-Street-Elementary-School/reviews/,https://www.greatschools.org/california/los-angeles/2437-Twenty-Fourth-Street-Elementary-School/,Los Angeles
Watts Learning Center,"310 West 95th Street, Los Angeles, CA, 90003","7
",9,5,5,"['Elementary school', 'Public charter']",3.5,https://www.greatschools.org/california/los-angeles/2476-Watts-Learning-Center/reviews/,https://www.greatschools.org/california/los-angeles/2476-Watts-Learning-Center/,Los Angeles
Woodland Hills Elementary Charter For Enriched Studies,"22201 San Miguel St., Los Angeles, CA, 91364","7
",6,9,7,"['Elementary school', 'Public charter']",3.9,https://www.greatschools.org/california/los-angeles/2501-Woodland-Hills-Elementary-Charter-For-Enriched-Studies/reviews/,https://www.greatschools.org/california/woodland-hills/2501-Woodland-Hills-Elementary-Charter-For-Enriched-Studies/,Los Angeles
Goethe International Charter School,"12500 Braddock Drive, Los Angeles, CA, 90066","7
",6,9,5,"['Elementary school', 'Middle school', 'Public charter']",4.2,https://www.greatschools.org/california/los-angeles/25124-Goethe-International-Charter-School/reviews/,https://www.greatschools.org/california/los-angeles/25124-Goethe-International-Charter-School/,Los Angeles
Alta California Elementary School,"14859 Rayen St., Los Angeles, CA, 91402","7
",8,5,6,"['Elementary school', 'Public district']",3,N/A,https://www.greatschools.org/california/panorama-city/25369-Alta-California-Elementary-School/,Los Angeles
Dolores Huerta Elementary School,"260 East 31st Street, Los Angeles, CA, 90011","7
",9,5,5,"['Elementary school', 'Public district']",4,N/A,https://www.greatschools.org/california/los-angeles/25404-Dolores-Huerta-Elementary-School/,Los Angeles
Aspire Juanita Tate Academy Charter,"123 West 59th Street, Los Angeles, CA, 90003","7
",8,5,6,"['Elementary school', 'Public charter']",N/A,N/A,https://www.greatschools.org/california/los-angeles/25720-Aspire-Juanita-Tate-Academy-Charter/,Los Angeles
"Dr. Lawrence H. Moore Math, Science, Technology Academy","1321 East 61st Street, Los Angeles, CA, 90001","7
",9,6,6,"['Elementary school', 'Public district']",5,N/A,https://www.greatschools.org/california/los-angeles/27002-Dr.-Lawrence-H.-Moore-Math-Science-Technology-Academy/,Los Angeles
Citizens of the World Charter School Mar Vista,"11561 Gateway Boulevard, Los Angeles, CA, 90064","7
",7,8,5,"['Elementary school', 'Middle school', 'Public charter']",4.2,https://www.greatschools.org/california/los-angeles/27280-Citizens-Of-The-World-Charter-School-Mar-Vista/reviews/,https://www.greatschools.org/california/los-angeles/27280-Citizens-Of-The-World-Charter-School-Mar-Vista/,Los Angeles
Synergy Charter Academy,"900 East 33rd Street, Los Angeles, CA, 90011","7
",7,7,7,"['Elementary school', 'Public charter']",4.8,N/A,https://www.greatschools.org/california/los-angeles/13759-Synergy-Charter-Academy/,Los Angeles
Ocean Charter School,"12606 Culver Boulevard, Los Angeles, CA, 90066","7
",6,9,7,"['Elementary school', 'Middle school', 'Public charter']",4,https://www.greatschools.org/california/los-angeles/13965-Ocean-Charter-School/reviews/,https://www.greatschools.org/california/los-angeles/13965-Ocean-Charter-School/,Los Angeles
Our Community Charter School,"10045 Jumilla Ave., Los Angeles, CA, 91311","7
",5,8,8,"['Elementary school', 'Middle school', 'Public charter']",3.9,https://www.greatschools.org/california/los-angeles/14935-Our-Community-Charter-School/reviews/,https://www.greatschools.org/california/chatsworth/14935-Our-Community-Charter-School/,Los Angeles
Charles H. Kim Elementary School,"225 South Oxford Avenue, Los Angeles, CA, 90004","7
",6,8,7,"['Elementary school', 'Public district']",3.6,https://www.greatschools.org/california/los-angeles/17031-Charles-H.-Kim-Elementary-School/reviews/,https://www.greatschools.org/california/los-angeles/17031-Charles-H.-Kim-Elementary-School/,Los Angeles
Hesby Oaks,"15530 Hesby St., Los Angeles, CA, 91436","7
",6,9,6,"['Elementary school', 'Middle school', 'Public charter']",4.2,https://www.greatschools.org/california/los-angeles/17078-Hesby-Oaks/reviews/,https://www.greatschools.org/california/encino/17078-Hesby-Oaks/,Los Angeles
Village Charter Academy,"7357 Jordan Ave., Los Angeles, CA, 91303","7
",8,6,7,"['Elementary school', 'Public charter']",5,https://www.greatschools.org/california/los-angeles/31654-Village-Charter-Academy/reviews/,https://www.greatschools.org/california/canoga-park/31654-Village-Charter-Academy/,Los Angeles
Equitas Academy #3,"1050 Beacon Avenue, Los Angeles, CA, 90015","7
",8,5,7,"['Elementary school', 'Public charter']",4.8,https://www.greatschools.org/california/los-angeles/31972-Equitas-Academy-3/reviews/,https://www.greatschools.org/california/los-angeles/31972-Equitas-Academy-3-Elementary-School/,Los Angeles
Global Education Academy 2,"2009 West Martin Luther King Junior Boulevard, Los Angeles, CA, 90062","7
",8,6,5,"['Pre-K', 'Elementary school', 'Public charter']",3.3,N/A,https://www.greatschools.org/california/los-angeles/32066-Global-Education-Academy-2/,Los Angeles
WISH Community,"6550 West 80th Street, Los Angeles, CA, 90045","7
",6,9,6,"['Elementary school', 'Middle school', 'Public charter']",4.2,https://www.greatschools.org/california/los-angeles/32621-WISH-Community/reviews/,https://www.greatschools.org/california/los-angeles/32621-Wish-Community/,Los Angeles
Accelerated School,"4000 South Main Street, Los Angeles, CA, 90037","6
",8,4,4,"['Elementary school', 'Middle school', 'Public charter']",3.3,https://www.greatschools.org/california/los-angeles/1887-Accelerated-School/reviews/,https://www.greatschools.org/california/los-angeles/1887-Accelerated-School/,Los Angeles
Alexandria Avenue Elementary School,"4211 Oakwood Avenue, Los Angeles, CA, 90004","6
",9,5,4,"['Elementary school', 'Public district']",4.1,https://www.greatschools.org/california/los-angeles/1893-Alexandria-Avenue-Elementary-School/reviews/,https://www.greatschools.org/california/los-angeles/1893-Alexandria-Avenue-Elementary-School/,Los Angeles
Andasol Avenue Elementary School,"10126 Encino Ave., Los Angeles, CA, 91325","6
",5,7,5,"['Elementary school', 'Public district']",3.9,https://www.greatschools.org/california/los-angeles/1900-Andasol-Avenue-Elementary-School/reviews/,https://www.greatschools.org/california/northridge/1900-Andasol-Avenue-Elementary-School/,Los Angeles
Ascot Avenue Elementary School,"1447 East 45th Street, Los Angeles, CA, 90011","6
",8,4,4,"['Elementary school', 'Public district']",3,N/A,https://www.greatschools.org/california/los-angeles/1911-Ascot-Avenue-Elementary-School/,Los Angeles
Atwater Avenue Elementary School,"3271 Silver Lake Boulevard, Los Angeles, CA, 90039","6
",7,7,5,"['Elementary school', 'Public district']",3.8,https://www.greatschools.org/california/los-angeles/1912-Atwater-Avenue-Elementary-School/reviews/,https://www.greatschools.org/california/los-angeles/1912-Atwater-Avenue-Elementary-School/,Los Angeles
Bandini Street Elementary School,"425 N. Bandini St., Los Angeles, CA, 90731","6
",7,5,5,"['Elementary school', 'Public district']",5,N/A,https://www.greatschools.org/california/san-pedro/1919-Bandini-Street-Elementary-School/,Los Angeles
Bassett Street Elementary School,"15756 Bassett St., Los Angeles, CA, 91406","6
",9,4,4,"['Elementary school', 'Public district']",2.7,https://www.greatschools.org/california/los-angeles/1923-Bassett-Street-Elementary-School/reviews/,https://www.greatschools.org/california/lake-balboa/1923-Bassett-Street-Elementary-School/,Los Angeles
Beachy Avenue Elementary School,"9757 Beachy Ave., Los Angeles, CA, 91331","6
",9,4,4,"['Elementary school', 'Public district']",3.3,https://www.greatschools.org/california/los-angeles/1924-Beachy-Avenue-Elementary-School/reviews/,https://www.greatschools.org/california/arleta/1924-Beachy-Avenue-Elementary-School/,Los Angeles
Brentwood Science School,"740 South Gretna Green Way, Los Angeles, CA, 90049","6
",7,5,5,"['Elementary school', 'Public district']",3.9,https://www.greatschools.org/california/los-angeles/1944-Brentwood-Science-School/reviews/,https://www.greatschools.org/california/los-angeles/1944-Brentwood-Science-School/,Los Angeles
Broad Avenue Elementary School,"24815 BRd. Ave., Los Angeles, CA, 90744","6
",7,6,6,"['Elementary school', 'Public district']",2.7,https://www.greatschools.org/california/los-angeles/1947-Broad-Avenue-Elementary-School/reviews/,https://www.greatschools.org/california/wilmington/1947-Broad-Avenue-Elementary-School/,Los Angeles
Brockton Avenue Elementary School,"1309 Armacost Avenue, Los Angeles, CA, 90025","6
",6,5,6,"['Elementary school', 'Public district']",5,https://www.greatschools.org/california/los-angeles/1951-Brockton-Avenue-Elementary-School/reviews/,https://www.greatschools.org/california/los-angeles/1951-Brockton-Avenue-Elementary-School/,Los Angeles
Brooklyn Avenue Elementary School,"4620 Cesar Chavez Ave., Los Angeles, CA, 90022","6
",7,6,6,"['Elementary school', 'Middle school', 'Public district']",3.2,N/A,https://www.greatschools.org/california/los-angeles/1952-Brooklyn-Avenue-Elementary-School/,Los Angeles
Cahuenga Elementary School,"220 South Hobart Boulevard, Los Angeles, CA, 90004","6
",5,7,5,"['Elementary school', 'Public district']",4.5,https://www.greatschools.org/california/los-angeles/1964-Cahuenga-Elementary-School/reviews/,https://www.greatschools.org/california/los-angeles/1964-Cahuenga-Elementary-School/,Los Angeles
Clifford Street Elementary School,"2150 Duane Street, Los Angeles, CA, 90039","6
",5,8,6,"['Elementary school', 'Public district']",4.4,https://www.greatschools.org/california/los-angeles/2002-Clifford-Street-Elementary-School/reviews/,https://www.greatschools.org/california/los-angeles/2002-Clifford-Street-Elementary-School/,Los Angeles
Commonwealth Avenue Elementary School,"215 South Commonwealth Avenue, Los Angeles, CA, 90004","6
",7,6,6,"['Elementary school', 'Public district']",4.4,https://www.greatschools.org/california/los-angeles/2010-Commonwealth-Avenue-Elementary-School/reviews/,https://www.greatschools.org/california/los-angeles/2010-Commonwealth-Avenue-Elementary-School/,Los Angeles
Dearborn Elementary Charter School,"9240 Wish Ave., Los Angeles, CA, 91325","6
",5,8,7,"['Elementary school', 'Public charter']",4.4,https://www.greatschools.org/california/los-angeles/2025-Dearborn-Elementary-Charter-School/reviews/,https://www.greatschools.org/california/northridge/2025-Dearborn-Elementary-Charter-School/,Los Angeles
Tom Bradley Global Awareness Magnet School,"3875 Dublin Avenue, Los Angeles, CA, 90008","6
",9,4,4,"['Elementary school', 'Public district']",4.1,https://www.greatschools.org/california/los-angeles/2039-Tom-Bradley-Global-Awareness-Magnet-School/reviews/,https://www.greatschools.org/california/los-angeles/2039-Tom-Bradley-Global-Awareness-Magnet-School/,Los Angeles
Dyer Street Elementary School,"14500 Dyer St., Los Angeles, CA, 91342","6
",7,5,6,"['Elementary school', 'Public district']",3,https://www.greatschools.org/california/los-angeles/2040-Dyer-Street-Elementary-School/reviews/,https://www.greatschools.org/california/sylmar/2040-Dyer-Street-Elementary-School/,Los Angeles
El Oro Way Charter For Enriched Studies,"12230 El Oro Way, Los Angeles, CA, 91344","6
",5,8,6,"['Elementary school', 'Public charter']",3.6,https://www.greatschools.org/california/los-angeles/2051-El-Oro-Way-Charter-For-Enriched-Studies/reviews/,https://www.greatschools.org/california/granada-hills/2051-El-Oro-Way-Charter-For-Enriched-Studies/,Los Angeles
El Sereno Elementary School,"3838 Rosemead Avenue, Los Angeles, CA, 90032","6
",6,5,6,"['Elementary school', 'Public district']",4.2,https://www.greatschools.org/california/los-angeles/2052-El-Sereno-Elementary-School/reviews/,https://www.greatschools.org/california/los-angeles/2052-El-Sereno-Elementary-School/,Los Angeles
Erwin Elementary School,"13400 Erwin St., Los Angeles, CA, 91401","6
",6,6,6,"['Elementary school', 'Public district']",4.4,https://www.greatschools.org/california/los-angeles/2060-Erwin-Elementary-School/reviews/,https://www.greatschools.org/california/van-nuys/2060-Erwin-Elementary-School/,Los Angeles
Fenton Avenue Charter School,"11828 Gain St., Los Angeles, CA, 91342","6
",6,6,5,"['Elementary school', 'Public charter']",4.5,https://www.greatschools.org/california/los-angeles/2070-Fenton-Avenue-Charter-School/reviews/,https://www.greatschools.org/california/lake-view-terrace/2070-Fenton-Avenue-Charter-School/,Los Angeles
